Encoding,Horizon,Problem,counter wrac1_y_wrbc1,counter wrbc1_b_wrcc1,counter wrcc1_x_wrdc1,counter wrdc1_b_wrec1,counter wrec1_y_wrfc1,Total
clingcon,720,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350]_asp_bound_hcafe_720.txt,25365580 ,17568000 ,18393280 ,18172100 , ,79498960
clingcon,720,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350]_asp_bound_hcafe_720.txt,25365580 ,17568000 ,18393280 ,18172100 ,20917300 ,100416260
