Encoding,Horizon,Problem,counter wrac1_y_wrbc1,counter wrbc1_b_wrcc1,counter wrcc1_x_wrdc1,counter wrdc1_b_wrec1,counter wrec1_y_wrfc1,Total
clingcon,600,./Instancesv2/sippv2/fixlen4/30morn/p03[count=350]_asp_bound_hcafe_600.txt,7070300 ,5817600 ,6434440 , , ,19322340
clingcon,600,./Instancesv2/sippv2/fixlen4/30morn/p04[count=350]_asp_bound_hcafe_600.txt,7170300 ,5875200 ,6389740 ,6165900 , ,25601140
clingcon,600,./Instancesv2/sippv2/fixlen4/30morn/p05[count=350]_asp_bound_hcafe_600.txt,7170300 ,5529600 ,6389740 ,6082600 ,6003400 ,31175640
clingcon,600,./Instancesv2/sippv2/fixlen4/30morn/p02[count=350]_asp_bound_hcafe_600.txt,7170300 ,5875200 , , , ,13045500
clingcon,600,./Instancesv2/sippv2/fixlen4/30morn/p01[count=350]_asp_bound_hcafe_600.txt,7170300 , , , , ,7170300
