Encoding,Horizon,Problem,counter wrac1_y_wrbc1,counter wrbc1_b_wrcc1,counter wrcc1_x_wrdc1,counter wrdc1_b_wrec1,counter wrec1_y_wrfc1,Total
clingcon,900,./Instancesv2/sippv2/fixlen4/30noon/p03[count=350]_asp_bound_hcafe_900.txt,31406320 ,21772800 ,22579040 , , ,75758160
clingcon,900,./Instancesv2/sippv2/fixlen4/30noon/p04[count=350]_asp_bound_hcafe_900.txt,31406320 ,21772800 ,22579040 ,21809000 , ,97567160
clingcon,900,./Instancesv2/sippv2/fixlen4/30noon/p01[count=350]_asp_bound_hcafe_900.txt,31406320 , , , , ,31406320
